,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
75026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75028,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75029,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75030,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75033,Disciple,None,Watched a hacking tutorial video by a 13 year old,Electric Car,Marketing Intern,10,8,777,6,12,35555,7,457,4,1,1,,,,,,Black Suede Chelseas with Brown Sole,,Navy Jumpsuit,,Light Brown,Low Ponytail,White Light Rain
75034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75036,Grandmaster,None,Pretty good with GW Basic,Hot Pink Roller Blades,Media Executive,13,9,1993,7,4,35555,7,610,7,1,1,Black Leather Briefcase,,,,Two Rings,White Canvas Sneaker with White Sole,Gray Slacks,Olive Oxford with Tie and Pocket,,Auburn,Long Messy,White Light Rain
75037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75040,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75041,Disciple,None,Earned an MIT Computer Sciences Diploma,Low Rider,Bookkeeper,10,14,128,4,11,92000,10,661,8,1,1,Black Smartphone,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Charcoal Blazer with Light Blue Shirt and No Tie,,Black,Short Updo,White Light Rain
75042,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75043,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75047,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75048,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75053,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75058,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75059,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75074,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75076,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75087,Disciple,None,Pretty good with GW Basic,Go-Kart,Sales Associate,10,9,20,2,8,35555,7,791,15,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Gray Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,,Light Brown,Medium Curly Bob,White Light Rain
75088,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75092,Master,None,Read beginner’s guide to hacking - Y2K edition,Electric Car,NFT Collector,12,7,31133,10,12,35555,7,753,13,1,1,Lunchbox,,Black Books,,Two Rings,White Leather Sneaker with Grey Sole,Navy Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,Goatee,Light Brown,Medium Curly Bob,White Medium Rain
75093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75109,Teacher,None,Stole a high school computer lab pass,Pragmatic Coupe,Compliance Officer,11,12,4981,8,10,101101,11,699,9,1,1,Black Smartphone,Stud Earring,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,,Denim Jumpsuit,Beard,Light Brown,Low Ponytail,White Medium Rain
75110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75112,Graduate,None,Subscribed to 2600,Three Wheel Roadster,Night Shift Supervisor,9,11,516,5,13,52968,8,699,9,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Khaki Slacks,Khaki Oxford with Tie,,Black,Short Messy,White Heavy Rain
75113,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75116,Guru,None,Read the Bitcoin white paper twice,Low Rider,Unemployed,15,10,4981,8,11,35555,7,699,9,1,1,,,Black Books,,,Redbrown Leather Workboot with Brown Sole,,Khaki Jumpsuit,Mustache,Blonde,Short Pixie,White Medium Rain
75117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75124,Graduate,None,Pretty good with GW Basic,Low Rider,Bookkeeper,9,9,12453,9,11,76302,9,777,14,1,1,Lunchbox,,Rosegold Aviators,,Two Rings,White Leather Sneaker with Grey Sole,Gray Slacks,Khaki Oxford with Pocket,,Light Grey,Straight Sideswept Fringe,White Light Rain
75125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75139,Master,None,Subscribed to 2600,70's Hatchback,Marketing Intern,12,11,516,5,9,52968,8,508,5,1,1,Brown Leather Briefcase,,Black Books,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Navy Oxford with Buttons,,Blonde,Short Afro Fade,White Light Rain
75140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75151,Teacher,None,Got caught hacking your grades,Bicycle With Its Seat Missing,Talent Agent,11,13,516,5,2,560133,14,610,7,1,1,Black Smartphone,,,Navy Blue Worker's Cap,,Black Leather Shoes with Laces,Khaki Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Dark Brown,,White Heavy Rain
75152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75159,Teacher,None,Subscribed to 2600,Go-Kart,Bookkeeper,11,11,128,4,8,5260,4,699,9,1,1,,,,,,Black Leather Shoes with Laces,Khaki Slacks,Navy Blazer with Striped Shirt and No Tie,,Light Brown,Low Ponytail,White Medium Rain
75160,Master,None,Subscribed to 2600,Low Rider,NFT Collector,12,11,128,4,11,22576,6,559,6,1,1,,,Black Books,,,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Khaki Oxford with Buttons,,Blonde,Buzz Cut,White Light Rain
75161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75169,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75175,Promising Pupil,None,Subscribed to 2600,Retired Mail Truck,Sales Associate,7,11,355555,12,7,1426,3,457,4,1,1,,,,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Light Gray Cardigan with Light Gray Oxford Shirt,Stubble,Dark Brown,Medium Curly Bob,White Light Rain
75176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75203,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75206,Teacher,None,Memorized the IT desk number,Three Wheel Roadster,Legal Assistant,11,5,31133,10,13,52968,8,777,14,1,1,Lunchbox,,,Navy Blue Worker's Cap,Two Rings,White Leather Sneaker with Grey Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and Black Tie,Stubble,Light Brown,Buzz Cut,White Light Rain
75207,Teacher,None,Earned an MIT Computer Sciences Diploma,Pragmatic Coupe,Computer Programmer,11,14,128,4,10,35555,7,699,9,1,1,Black Leather Briefcase,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Light Gray Longsleeve,,Black,Short Coil,White Light Rain
75208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75212,Budding Scholar,None,Subscribed to 2600,Pragmatic Coupe,Marketing Intern,8,11,777,6,10,35555,7,711,10,1,1,Black Smartphone,,,,,Tan Suede Workboot with Tan Sole,Navy Slacks,Navy Oxford with Pocket,Stubble,Dark Brown,Medium Curly Bob,White Light Rain
75213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75237,Master,None,Read the Bitcoin white paper twice,Three Wheel Roadster,Custodian,12,10,777,6,13,101101,11,508,5,1,1,,,,,,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Olive Oxford with Buttons,Thin,Auburn,Medium Curly Bob,White Medium Rain
75238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75243,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75244,Graduate,None,Subscribed to 2600,Low Rider,NFT Collector,9,11,128,4,11,22576,6,725,11,1,1,Lunchbox,,,Tan Worker's Cap,,Black Leather Shoes with Laces,Gray Slacks,Khaki Oxford with Buttons,,Light Grey,Buzz Cut,White Light Rain
75245,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75256,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75266,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75268,A Not Particularly Gifted Baby,None,Read the Bitcoin white paper twice,Low Rider,Talent Agent,4,10,31133,10,11,76302,9,753,13,1,1,Black Leather Briefcase,,,,,Tan Suede Workboot with Tan Sole,Gray Slacks,Blue Longsleeve,,Light Brown,Short Messy,White Light Rain
75269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75271,Teacher,None,Watched a hacking tutorial video by a 13 year old,Hooptie on Three Spares,Marketing Intern,11,8,4981,8,6,35555,7,508,5,1,1,Light Blue Smartphone,,,,,Black Leather Shoes with Laces,Charcoal Slacks,Gray Blazer with Black Shirt and Gray Tie,,Light Brown,Long Straight Bangs,White Medium Rain
75272,Graduate,None,Subscribed to 2600,Back of Rusty Pickup Truck,Project Manager,9,11,516,5,3,76302,9,753,13,1,1,Brown Leather Briefcase,,,,Two Rings,Redbrown Leather Workboot with Brown Sole,Charcoal Slacks,Olive Cardigan with Light Gray Longsleeve Shirt,Goatee,Dark Brown,Buzz Cut,White Light Rain
75273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75289,Grandmaster,None,Stole a high school computer lab pass,Pragmatic Coupe,NFT Collector,13,12,4467245,15,10,10098,5,699,9,1,1,,,Silver Aviators,,,Redbrown Leather Workboot with Brown Sole,,Denim Jumpsuit,Thin,Dark Brown,Buzz Cut,White Heavy Rain
75290,Disciple,None,Subscribed to 2600,Light-Up Folding Scooter,Talent Agent,10,11,31133,10,5,52968,8,559,6,1,1,Lunchbox,,,,,Black Suede Chelseas with Brown Sole,Dark-Wash Denim,Gray Oxford with Tie and Pocket,Stubble,Dark Brown,Long Straight Bangs,White Medium Rain
75291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75293,Graduate,None,Subscribed to 2600,Decommisioned Tank,Project Manager,9,11,51,3,18,52968,8,753,13,1,1,Brown Leather Briefcase,,,Tan Worker's Cap,,Brown Leather Shoes with Laces,Khaki Slacks,Khaki Oxford with Tie and Pocket,,Black,,White Light Rain
75294,Teacher,None,Pretty good with GW Basic,Low Rider,Legal Assistant,11,9,128,4,11,35555,7,777,14,1,1,,,,,,Brown Leather Shoes with Laces,Navy Slacks,Tan Blazer with Off-White Shirt and No Tie,,Blonde,Short Updo,White Light Rain
75295,Graduate,None,Subscribed to 2600,Low Rider,Media Executive,9,11,4981,8,11,76302,9,777,14,1,1,,,,,,Brown Leather Shoes with Laces,Navy Slacks,Navy Oxford with Pocket,,Blonde,Updo Bun,White Light Rain
75296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75301,Grandmaster,None,Earned an MIT Computer Sciences Diploma,70's Hatchback,Night Shift Supervisor,13,14,31133,10,9,35555,7,661,8,1,1,Black Leather Briefcase,,,,,Brown Leather Shoes with Laces,Khaki Slacks,Olive Oxford with Tie,,Light Brown,Updo Bun,White Heavy Rain
75302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75303,Budding Scholar,None,Watched a hacking tutorial video by a 13 year old,Pragmatic Coupe,Electrician,8,8,51,3,10,35555,7,739,12,1,1,Lunchbox,,,,,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and No Tie,,Blonde,Buzz Cut,White Medium Rain
75304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75305,Graduate,None,Subscribed to 2600,Three Wheel Roadster,Pineapple Farmer,9,11,12453,9,13,22576,6,791,15,1,1,Black Leather Briefcase,,Rosegold Aviators,,,Black Leather Shoes with Laces,Blue Denim,Navy Blazer with Striped Shirt and No Tie,,Black,Short Coil,White Heavy Rain
75306,Disciple,None,Read the Bitcoin white paper twice,Brand New Ice Cream Truck,Unemployed,10,10,777,6,14,22576,6,753,13,1,1,,,Black Books,Tan Worker's Cap,,Black Leather Shoes with Laces,Navy Slacks,Navy Oxford with Buttons,,Light Grey,,White Medium Rain
75307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75314,Disciple,None,Subscribed to 2600,Pragmatic Coupe,Sales Associate,10,11,516,5,10,52968,8,753,13,1,1,,,,,,Brown Leather Shoes with Laces,,Denim Jumpsuit,,Blonde,Short Coil,White Heavy Rain
