,Zen,Name,Hacking,Transportation,Occupation,Wisdom,Intelligence,Social Media Followers,Charisma,Dexterity,Salary,Strength,Credit Score,Constitution,Votes,Generation,Accessories,Piercings,Glasses,Headwear,Ring,Footwear,Bottom,Top,Facial Hair,Hair Color,Hair Style,Background
15060,Disciple,None,Subscribed to 2600,Go-Kart,Legal Assistant,10,11,777,6,8,52968,8,699,9,1,1,Black Leather Briefcase,,Black Books,Purple Worker's Cap,,Tan Suede Workboot with Tan Sole,Dark-Wash Denim,Khaki Oxford with Pocket,Goatee,Blonde,Buzz Cut,White Medium Rain
15061,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15062,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15064,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15065,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15073,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15074,Teacher,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Receptionist,11,10,1993,7,10,35555,7,725,11,1,1,,,Rosegold Aviators,,,Black Suede Chelseas with Brown Sole,Navy Slacks,Gray Oxford with Tie,,Light Brown,Straight Sideswept Fringe,White Heavy Rain
15075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15076,Disciple,None,Stole a high school computer lab pass,Low Rider,Compliance Officer,10,12,1993,7,11,22576,6,711,10,1,1,Lunchbox,,,,Ring One Blue,Redbrown Leather Workboot with Brown Sole,Gray Slacks,Olive Oxford with Pocket,,Black,Low Ponytail,White Medium Rain
15077,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15079,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15080,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15088,Disciple,None,Subscribed to 2600,Pragmatic Coupe,Day Trader,10,11,128,4,10,52968,8,699,9,1,1,Brown Leather Briefcase,Stud Earring,,Tan Worker's Cap,,Black Suede Chelseas with Brown Sole,Navy Slacks,Khaki Oxford with Tie and Pocket,,Black,,White Light Rain
15089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15090,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15091,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15092,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15093,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15094,Budding Scholar,None,Stole a high school computer lab pass,Pragmatic Coupe,Custodian,8,12,777,6,10,52968,8,739,12,1,1,,,,,,Black Suede Chelseas with Brown Sole,Charcoal Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Dark Brown,Medium Curly Bob,White Heavy Rain
15095,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15096,Disciple,None,Subscribed to 2600,Pragmatic Coupe,Legal Assistant,10,11,12453,9,10,35555,7,711,10,1,1,,,,,,Brown Leather Shoes with Laces,Khaki,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,Short Coil,White Medium Rain
15097,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15099,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15102,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15112,Graduate,None,Read the Bitcoin white paper twice,Low Rider,Receptionist,9,10,1993,7,11,101101,11,699,9,1,1,Light Blue Smartphone,,Black Books,,Two Rings,White Leather Sneaker with Grey Sole,Charcoal Slacks,Gray Blazer with Black Shirt and Gray Tie,,Blonde,Short Updo,White Heavy Rain
15113,Disciple,None,Subscribed to 2600,Retired Mail Truck,Customer Service Representative,10,11,51,3,7,52968,8,508,5,1,1,,,Silver Aviators,,,Brown Leather Shoes with Laces,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,,Dark Brown,Straight Sideswept Fringe,White Light Rain
15114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15116,Graduate,None,Subscribed to 2600,Electric Car,Project Manager,9,11,12453,9,12,76302,9,739,12,1,1,Black Leather Briefcase,,Black Books,,,Black Leather Shoes with Laces,Navy Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Mustache,Light Brown,Short Messy,White Light Rain
15117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15119,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15128,Graduate,None,Stole a high school computer lab pass,Pragmatic Coupe,Sales Associate,9,12,4981,8,10,52968,8,711,10,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Khaki Oxford with Tie and Pocket,,Light Brown,Medium Curly Bob,White Heavy Rain
15129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15131,Teacher,None,Got caught hacking your grades,Low Rider,NFT Collector,11,13,516,5,11,35555,7,711,10,1,1,,,,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,Stubble,Black,Short Updo,White Medium Rain
15132,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15136,Master,None,Read the Bitcoin white paper twice,Electric Car,Media Executive,12,10,777,6,12,76302,9,711,10,1,1,Black Smartphone,,,,Two Rings,White Canvas Sneaker with White Sole,Charcoal Slacks,Light Gray Cardigan with Light Gray Oxford Shirt,,Dark Brown,Straight Sideswept Fringe,White Light Rain
15137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15141,Prophet,None,Subscribed to 2600,Pragmatic Coupe,Marketing Intern,18,11,12453,9,10,22576,6,791,15,1,1,,,,,,Black Leather Shoes with Laces,Khaki Slacks,Light Gray Cardigan with Beige Oxford Shirt,Thin,Dark Brown,Short Afro Fade,White Light Rain
15142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15151,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15156,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15159,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15160,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15163,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15165,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15167,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15168,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15169,Graduate,None,Subscribed to 2600,Pragmatic Coupe,Unemployed,9,11,128,4,10,172581,12,739,12,1,1,Black Smartphone,,Silver Aviators,,,Brown Leather Shoes with Laces,Charcoal Slacks,Navy Oxford with Buttons,,Dark Brown,Short Pixie,White Medium Rain
15170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15175,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15177,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15178,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15185,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15186,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15188,Teacher,None,Pretty good with GW Basic,Retired Mail Truck,Marketing Intern,11,9,31133,10,7,92000,10,559,6,1,1,Lunchbox,,Black Books,,Two Rings,Brown Leather Shoes with Laces,Dark-Wash Denim,Red Longsleeve,,Light Brown,Short Coil,White Light Rain
15189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15190,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15192,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15193,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15196,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15198,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15201,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15203,Teacher,None,Subscribed to 2600,70's Hatchback,Marketing Intern,11,11,128,4,9,101101,11,457,4,1,1,Black Smartphone,,,,,White Canvas Sneaker with White Sole,Dark-Wash Denim,Navy Blazer with Striped Shirt and No Tie,Beard,Light Grey,,White Medium Rain
15204,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15207,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15210,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15211,Disciple,None,Read the Bitcoin white paper twice,Pragmatic Coupe,Night Shift Supervisor,10,10,84059,11,10,172581,12,711,10,1,1,Brown Leather Briefcase,,,,Two Rings,Black Leather Shoes with Laces,Charcoal Slacks,Navy Blazer with Striped Shirt and Navy Tie,,Black,Medium Curly Bob,White Medium Rain
15212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15222,A Not Particularly Gifted Baby,None,Erased your social security number,Low Rider,Media Executive,4,16,84059,11,11,10098,5,739,12,1,1,Brown Leather Briefcase,,Silver Aviators,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Navy Oxford with Buttons,,Light Brown,Short Pixie,White Light Rain
15223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15224,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15225,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15226,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15227,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15230,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15231,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15232,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15238,Graduate,None,Read the Bitcoin white paper twice,Low Rider,Customer Service Representative,9,10,128,4,11,92000,10,739,12,1,1,Black Leather Briefcase,,,,,Black Leather Shoes with Laces,,Navy Jumpsuit,,Auburn,Medium Curly Bob,White Heavy Rain
15239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15240,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15241,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15242,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15243,Teacher,None,Subscribed to 2600,Pragmatic Coupe,Marketing Intern,11,11,516,5,10,76302,9,711,10,1,1,Lunchbox,,,,,White Canvas Sneaker with White Sole,Navy Slacks,Olive Oxford with Pocket,,Dark Brown,Short Afro Fade,White Light Rain
15244,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15245,Teacher,None,Read the Bitcoin white paper twice,Retired Mail Truck,Blockchain Engineer,11,10,516,5,7,35555,7,661,8,1,1,Black Smartphone,,Black Books,,,White Canvas Sneaker with White Sole,Charcoal Slacks,Charcoal Blazer with Light Blue Shirt and No Tie,,Blonde,Short Updo,White Light Rain
15246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15251,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15254,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15256,Awakened Mind,None,Know your way around a spreadsheet,Low Rider,Bookkeeper,17,6,51,3,11,22576,6,805,16,1,1,Black Smartphone,,,,Two Rings,Tan Suede Workboot with Tan Sole,Charcoal Slacks,Navy Oxford with Tie and Pocket,,Light Brown,Straight Sideswept Fringe,White Heavy Rain
15257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15263,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15266,Budding Scholar,None,Friend Request from “White Rabbit Hacking Group”,Pragmatic Coupe,Utility Worker,8,18,128,4,10,101101,11,711,10,1,1,,,,,,Black Leather Shoes with Laces,Navy Slacks,Light Gray Longsleeve,,Auburn,Long Messy,White Medium Rain
15267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15269,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15274,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15282,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15288,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15289,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15290,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15293,Teacher,None,Read the Bitcoin white paper twice,70's Hatchback,Night Shift Supervisor,11,10,12453,9,9,52968,8,457,4,1,1,Black Smartphone,,,Purple Worker's Cap,,White Leather Sneaker with Grey Sole,Navy Slacks,Navy Oxford with Buttons,,Light Brown,,White Light Rain
15294,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15297,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15299,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15302,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15305,Graduate,None,Pretty good with GW Basic,Pragmatic Coupe,Compliance Officer,9,9,777,6,10,35555,7,739,12,1,1,,,,,Two Rings,Black Leather Shoes with Laces,Navy Slacks,Khaki Oxford with Buttons,,Black,Short Afro Fade,White Light Rain
15306,Graduate,None,Subscribed to 2600,Low Rider,Legal Assistant,9,11,516,5,11,172581,12,699,9,1,1,,,Black Books,,,White Canvas Sneaker with White Sole,Gray Slacks,Dark Gray Cardigan with Light Gray Oxford Shirt,,Light Brown,Short Coil,White Light Rain
15307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15308,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15309,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15311,Teacher,None,Got caught hacking your grades,Pragmatic Coupe,Utility Worker,11,13,20,2,10,35555,7,711,10,1,1,Brown Leather Briefcase,,,,Two Rings,White Leather Sneaker with Grey Sole,Khaki Slacks,Olive Oxford with Buttons,,Dark Brown,Short Coil,White Light Rain
15312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
